path,classification,diameter
main\Smudge cell\Smudge cell_1860.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1861.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1862.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1863.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1864.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1865.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1866.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1867.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1868.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1869.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1870.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1871.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1872.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1873.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1874.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1875.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1876.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1877.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1878.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1879.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1880.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1881.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_1882.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1883.jpeg,Smudge cell,17.7
main\Smudge cell\Smudge cell_1884.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_1885.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_1886.jpeg,Smudge cell,19.2
main\Smudge cell\Smudge cell_1887.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_1888.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_1889.jpeg,Smudge cell,22
main\Smudge cell\Smudge cell_1890.jpeg,Smudge cell,22
main\Smudge cell\Smudge cell_1891.jpeg,Smudge cell,24
main\Smudge cell\Smudge cell_1892.jpeg,Smudge cell,26.4
main\Smudge cell\Smudge cell_1893.jpeg,Smudge cell,26.8
main\Smudge cell\Smudge cell_1894.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1895.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1896.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1897.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_1898.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_1899.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_1900.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_1901.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1902.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1903.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1904.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1905.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1906.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1907.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1908.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1909.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1910.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1911.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1912.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1913.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1914.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1915.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1916.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1917.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1918.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1919.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1920.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1921.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1922.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1923.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1924.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1925.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1926.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1927.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1928.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1929.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1930.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1931.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1932.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1933.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_1934.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_1935.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1936.jpeg,Smudge cell,17.3
main\Smudge cell\Smudge cell_1937.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_1938.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_1939.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_1940.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_1941.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_1942.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1943.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1944.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_1945.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1946.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_1947.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1948.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1949.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1950.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1951.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_1952.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1953.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1954.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1955.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1956.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1957.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_1958.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1959.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1960.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1961.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1962.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_1963.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1964.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1965.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1966.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_1967.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1968.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_1969.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1970.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1971.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1972.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_1973.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1974.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1975.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1976.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1977.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_1978.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1979.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1980.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1981.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1982.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1983.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_1984.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1985.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_1986.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_1987.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_1988.jpeg,Smudge cell,16.3
main\Smudge cell\Smudge cell_1989.jpeg,Smudge cell,16.3
main\Smudge cell\Smudge cell_1990.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1991.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1992.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1993.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1994.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1995.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_1996.jpeg,Smudge cell,17.3
main\Smudge cell\Smudge cell_1997.jpeg,Smudge cell,17.7
main\Smudge cell\Smudge cell_1998.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_1999.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2000.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2001.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_2002.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_2003.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_2004.jpeg,Smudge cell,20.6
main\Smudge cell\Smudge cell_2005.jpeg,Smudge cell,21.1
main\Smudge cell\Smudge cell_2006.jpeg,Smudge cell,21.1
main\Smudge cell\Smudge cell_2007.jpeg,Smudge cell,21.5
main\Smudge cell\Smudge cell_2008.jpeg,Smudge cell,22.6
main\Smudge cell\Smudge cell_2009.jpeg,Smudge cell,24
main\Smudge cell\Smudge cell_2010.jpeg,Smudge cell,25
main\Smudge cell\Smudge cell_2011.jpeg,Smudge cell,26.4
main\Smudge cell\Smudge cell_2012.jpeg,Smudge cell,28.3
main\Smudge cell\Smudge cell_2013.jpeg,Smudge cell,29.3
main\Smudge cell\Smudge cell_2014.jpeg,Smudge cell,29.3
main\Smudge cell\Smudge cell_2015.jpeg,Smudge cell,32.6
main\Smudge cell\Smudge cell_2016.jpeg,Smudge cell,34
main\Smudge cell\Smudge cell_2017.jpeg,Smudge cell,6.2
main\Smudge cell\Smudge cell_2018.jpeg,Smudge cell,6.8
main\Smudge cell\Smudge cell_2019.jpeg,Smudge cell,8.6
main\Smudge cell\Smudge cell_2020.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2021.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2022.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2023.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2024.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2025.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2026.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2027.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2028.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2029.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2030.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2031.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2032.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2033.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2034.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2035.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2036.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2037.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2038.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2039.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2040.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2041.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2042.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2043.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2044.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2045.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2046.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2047.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2048.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2049.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2050.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2051.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_2052.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_2053.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_2054.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2055.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2056.jpeg,Smudge cell,17.3
main\Smudge cell\Smudge cell_2057.jpeg,Smudge cell,17.7
main\Smudge cell\Smudge cell_2058.jpeg,Smudge cell,17.7
main\Smudge cell\Smudge cell_2059.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_2060.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_2061.jpeg,Smudge cell,20.6
main\Smudge cell\Smudge cell_2062.jpeg,Smudge cell,8.6
main\Smudge cell\Smudge cell_2063.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2064.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2065.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2066.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2067.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2068.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2069.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2070.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2071.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2072.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2073.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2074.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2075.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2076.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2077.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2078.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2079.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2080.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2081.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2082.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2083.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2084.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2085.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2086.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2087.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2088.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2089.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_2090.jpeg,Smudge cell,14.8
main\Smudge cell\Smudge cell_2091.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_2092.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2093.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2094.jpeg,Smudge cell,17.3
main\Smudge cell\Smudge cell_2095.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2096.jpeg,Smudge cell,7.6
main\Smudge cell\Smudge cell_2097.jpeg,Smudge cell,8.1
main\Smudge cell\Smudge cell_2098.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2099.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2100.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2101.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2102.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2103.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2104.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2105.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2106.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2107.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2108.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2109.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2110.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2111.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2112.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2113.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2114.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2115.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2116.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2117.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2118.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2119.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2120.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2121.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2122.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2123.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2124.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2125.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_2126.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_2127.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_2128.jpeg,Smudge cell,15.8
main\Smudge cell\Smudge cell_2129.jpeg,Smudge cell,16.3
main\Smudge cell\Smudge cell_2130.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2131.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2132.jpeg,Smudge cell,18.8
main\Smudge cell\Smudge cell_2133.jpeg,Smudge cell,20.1
main\Smudge cell\Smudge cell_2134.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2135.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2136.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2137.jpeg,Smudge cell,10
main\Smudge cell\Smudge cell_2138.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2139.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2140.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2141.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2142.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2143.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2144.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2145.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2146.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2147.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2148.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2149.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2150.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2151.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2152.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2153.jpeg,Smudge cell,16.3
main\Smudge cell\Smudge cell_2154.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2155.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2156.jpeg,Smudge cell,19.2
main\Smudge cell\Smudge cell_2157.jpeg,Smudge cell,20.6
main\Smudge cell\Smudge cell_2158.jpeg,Smudge cell,8.1
main\Smudge cell\Smudge cell_2159.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2160.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2161.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2162.jpeg,Smudge cell,11
main\Smudge cell\Smudge cell_2163.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2164.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2165.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2166.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2167.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2168.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2169.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2170.jpeg,Smudge cell,15.3
main\Smudge cell\Smudge cell_2171.jpeg,Smudge cell,16.3
main\Smudge cell\Smudge cell_2172.jpeg,Smudge cell,16.8
main\Smudge cell\Smudge cell_2173.jpeg,Smudge cell,18.2
main\Smudge cell\Smudge cell_2174.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_2175.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_2176.jpeg,Smudge cell,20.1
main\Smudge cell\Smudge cell_2177.jpeg,Smudge cell,21.1
main\Smudge cell\Smudge cell_2178.jpeg,Smudge cell,22
main\Smudge cell\Smudge cell_2179.jpeg,Smudge cell,23.5
main\Smudge cell\Smudge cell_2180.jpeg,Smudge cell,24
main\Smudge cell\Smudge cell_2181.jpeg,Smudge cell,25
main\Smudge cell\Smudge cell_2182.jpeg,Smudge cell,25.4
main\Smudge cell\Smudge cell_2183.jpeg,Smudge cell,25.4
main\Smudge cell\Smudge cell_2184.jpeg,Smudge cell,25.4
main\Smudge cell\Smudge cell_2185.jpeg,Smudge cell,26.8
main\Smudge cell\Smudge cell_2186.jpeg,Smudge cell,26.8
main\Smudge cell\Smudge cell_2187.jpeg,Smudge cell,39.3
main\Smudge cell\Smudge cell_2188.jpeg,Smudge cell,8.1
main\Smudge cell\Smudge cell_2189.jpeg,Smudge cell,8.6
main\Smudge cell\Smudge cell_2190.jpeg,Smudge cell,8.6
main\Smudge cell\Smudge cell_2191.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2192.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2193.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2194.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2195.jpeg,Smudge cell,12
main\Smudge cell\Smudge cell_2196.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2197.jpeg,Smudge cell,13.9
main\Smudge cell\Smudge cell_2198.jpeg,Smudge cell,14.4
main\Smudge cell\Smudge cell_2199.jpeg,Smudge cell,19.6
main\Smudge cell\Smudge cell_2200.jpeg,Smudge cell,22
main\Smudge cell\Smudge cell_2201.jpeg,Smudge cell,23
main\Smudge cell\Smudge cell_2202.jpeg,Smudge cell,25.4
main\Smudge cell\Smudge cell_2203.jpeg,Smudge cell,26.8
main\Smudge cell\Smudge cell_2204.jpeg,Smudge cell,33.5
main\Smudge cell\Smudge cell_2205.jpeg,Smudge cell,9.5
main\Smudge cell\Smudge cell_2206.jpeg,Smudge cell,10.6
main\Smudge cell\Smudge cell_2207.jpeg,Smudge cell,11.5
main\Smudge cell\Smudge cell_2208.jpeg,Smudge cell,12.4
main\Smudge cell\Smudge cell_2209.jpeg,Smudge cell,13
main\Smudge cell\Smudge cell_2210.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2211.jpeg,Smudge cell,13.4
main\Smudge cell\Smudge cell_2212.jpeg,Smudge cell,8.6
main\Smudge cell\Smudge cell_2213.jpeg,Smudge cell,9.1
main\Smudge cell\Smudge cell_2214.jpeg,Smudge cell,9.5
main\Unclassified cell\Unclassified cell_0000.jpeg,Unclassified cell,12
main\Unclassified cell\Unclassified cell_0001.jpeg,Unclassified cell,14.8
main\Unclassified cell\Unclassified cell_0002.jpeg,Unclassified cell,17.7
main\Unclassified cell\Unclassified cell_0003.jpeg,Unclassified cell,22
main\Unclassified cell\Unclassified cell_0004.jpeg,Unclassified cell,25.4
main\Unclassified cell\Unclassified cell_0005.jpeg,Unclassified cell,28.8
main\Unclassified cell\Unclassified cell_0006.jpeg,Unclassified cell,11.7
main\Unclassified cell\Unclassified cell_0007.jpeg,Unclassified cell,11
main\Unclassified cell\Unclassified cell_0008.jpeg,Unclassified cell,11
main\Unclassified cell\Unclassified cell_0009.jpeg,Unclassified cell,11.5
main\Unclassified cell\Unclassified cell_0010.jpeg,Unclassified cell,12
main\Unclassified cell\Unclassified cell_0011.jpeg,Unclassified cell,12
main\Unclassified cell\Unclassified cell_0012.jpeg,Unclassified cell,17.7
main\Unclassified cell\Unclassified cell_0013.jpeg,Unclassified cell,19.2
main\Unclassified cell\Unclassified cell_0014.jpeg,Unclassified cell,29.7
main\Unclassified cell\Unclassified cell_0015.jpeg,Unclassified cell,5.7
main\Unclassified cell\Unclassified cell_0016.jpeg,Unclassified cell,12
main\Unclassified cell\Unclassified cell_0017.jpeg,Unclassified cell,15.8
main\Unclassified cell\Unclassified cell_0018.jpeg,Unclassified cell,13
main\Unclassified cell\Unclassified cell_0019.jpeg,Unclassified cell,14.8
main\Unclassified cell\Unclassified cell_0020.jpeg,Unclassified cell,17.3
main\Unclassified cell\Unclassified cell_0021.jpeg,Unclassified cell,10.6
main\Unclassified cell\Unclassified cell_0022.jpeg,Unclassified cell,14.8
main\Unclassified cell\Unclassified cell_0023.jpeg,Unclassified cell,16.3
main\Unclassified cell\Unclassified cell_0024.jpeg,Unclassified cell,20.6
main\Unclassified cell\Unclassified cell_0025.jpeg,Unclassified cell,9.1
main\Unclassified cell\Unclassified cell_0026.jpeg,Unclassified cell,13
main\Unclassified cell\Unclassified cell_0027.jpeg,Unclassified cell,11
main\Unclassified cell\Unclassified cell_0028.jpeg,Unclassified cell,11.5
main\Unclassified cell\Unclassified cell_0029.jpeg,Unclassified cell,13
main\Unclassified cell\Unclassified cell_0030.jpeg,Unclassified cell,13
main\Unclassified cell\Unclassified cell_0031.jpeg,Unclassified cell,17.7
main\Unclassified cell\Unclassified cell_0032.jpeg,Unclassified cell,16.4
main\Unclassified cell\Unclassified cell_0033.jpeg,Unclassified cell,17.5
main\Unclassified cell\Unclassified cell_0034.jpeg,Unclassified cell,22.6
main\Unclassified cell\Unclassified cell_0035.jpeg,Unclassified cell,13.9
main\Unclassified cell\Unclassified cell_0036.jpeg,Unclassified cell,14.4
main\Unclassified cell\Unclassified cell_0037.jpeg,Unclassified cell,8.1
main\Unclassified cell\Unclassified cell_0038.jpeg,Unclassified cell,9.1
main\Unclassified cell\Unclassified cell_0039.jpeg,Unclassified cell,12.4
